playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
wuertmi01,2005,1,CHN,NL,75,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
zambrca01,2005,1,CHN,NL,34,80,8,24,6,2,1,6,0,0,0,25,0,0,4,0,2
aardsda01,2006,1,CHN,NL,45,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barremi01,2006,1,CHN,NL,107,375,54,115,25,3,16,53,0,1,33,41,2,5,2,3,12
blanche01,2006,1,CHN,NL,74,241,23,64,15,2,6,37,0,0,14,38,1,0,4,2,8
bynumfr01,2006,1,CHN,NL,71,136,20,35,5,5,4,12,8,4,9,44,0,1,2,0,2
cedenro02,2006,1,CHN,NL,151,534,51,131,18,7,6,41,8,8,17,109,4,3,15,3,10
coatsbu01,2006,1,CHN,NL,18,18,2,3,1,0,1,1,0,0,0,6,0,0,0,0,1
dempsry01,2006,1,CHN,NL,74,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
eyresc01,2006,1,CHN,NL,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guzmaan01,2006,1,CHN,NL,15,12,0,2,1,0,0,2,0,0,0,4,0,0,4,0,1
hairsje02,2006,1,CHN,NL,38,82,8,17,3,0,0,4,3,0,4,14,2,1,5,0,1
hillri01,2006,1,CHN,NL,17,30,0,3,1,0,0,0,0,0,1,11,0,0,3,0,0
howrybo01,2006,1,CHN,NL,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
izturce01,2006,2,CHN,NL,22,73,4,17,2,0,0,6,0,1,5,8,0,0,1,0,3
jonesja04,2006,1,CHN,NL,149,533,73,152,31,1,27,81,9,1,35,116,6,5,2,2,17
leede02,2006,1,CHN,NL,50,175,30,50,9,0,8,30,8,4,25,41,1,0,0,4,11
mabryjo01,2006,1,CHN,NL,107,210,16,43,8,1,5,25,0,0,23,57,0,1,0,3,5
maddugr01,2006,1,CHN,NL,22,43,2,4,1,0,0,4,1,0,2,17,0,0,3,0,0
marmoca01,2006,1,CHN,NL,21,23,3,6,1,0,1,1,0,0,0,7,0,0,1,0,1
marshse01,2006,1,CHN,NL,24,40,3,5,0,0,1,2,0,0,0,19,0,0,3,0,0
mateoju02,2006,1,CHN,NL,12,12,1,0,0,0,0,0,0,0,0,9,0,0,2,0,0
millewa04,2006,1,CHN,NL,5,7,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
mooresc02,2006,1,CHN,NL,16,38,6,10,2,0,2,5,0,0,2,10,0,1,1,0,1
murtoma01,2006,1,CHN,NL,144,455,70,135,22,3,13,62,5,2,45,62,1,5,1,2,16
nevinph01,2006,2,CHN,NL,67,179,26,49,4,0,12,33,0,0,17,52,0,0,0,1,4
novoaro01,2006,1,CHN,NL,66,5,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1
ohmanwi01,2006,1,CHN,NL,78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
omallry01,2006,1,CHN,NL,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
paganan01,2006,1,CHN,NL,77,170,28,42,6,2,5,18,4,2,15,28,0,0,1,1,3
perezne01,2006,1,CHN,NL,87,236,27,60,13,1,2,24,0,1,5,21,2,0,2,3,3
pierrju01,2006,1,CHN,NL,162,699,87,204,32,13,3,40,58,20,32,38,0,8,10,1,6
priorma01,2006,1,CHN,NL,9,13,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0
ramirar01,2006,1,CHN,NL,157,594,93,173,38,4,38,119,2,1,50,63,4,9,0,7,15
restomi01,2006,1,CHN,NL,10,12,0,2,1,0,0,1,0,0,1,5,0,0,0,0,0
reyesjo02,2006,1,CHN,NL,4,5,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0
ruschgl01,2006,1,CHN,NL,25,15,1,3,1,0,0,0,0,0,0,4,0,0,3,0,0
ryuja01,2006,1,CHN,NL,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sotoge01,2006,1,CHN,NL,11,25,1,5,1,0,0,2,0,0,0,5,0,1,0,0,0
theriry01,2006,1,CHN,NL,53,134,34,44,11,3,3,16,13,2,17,18,0,2,6,0,5
walketo04,2006,1,CHN,NL,94,318,38,88,16,1,6,40,0,1,38,27,1,1,1,4,7
walrole01,2006,1,CHN,NL,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
willije02,2006,1,CHN,NL,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
willisc01,2006,1,CHN,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
womacto01,2006,2,CHN,NL,19,50,6,14,1,0,1,2,1,1,4,4,0,0,3,0,0
woodke02,2006,1,CHN,NL,4,6,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
wuertmi01,2006,1,CHN,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zambrca01,2006,1,CHN,NL,37,73,9,11,0,0,6,11,1,0,1,27,0,0,5,1,2
barremi01,2007,1,CHN,NL,57,211,23,54,9,0,9,29,2,2,17,36,3,0,0,3,5
blanche01,2007,1,CHN,NL,22,54,3,9,3,0,0,4,0,0,2,12,0,0,1,1,0
bowenro01,2007,2,CHN,NL,10,31,3,2,1,0,0,2,0,0,4,13,0,0,0,1,2
cedenro02,2007,1,CHN,NL,38,74,6,15,2,0,4,13,2,1,3,18,0,0,2,1,0
cherrro01,2007,1,CHN,NL,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cottsne01,2007,1,CHN,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dempsry01,2007,1,CHN,NL,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derosma01,2007,1,CHN,NL,149,502,64,147,28,3,10,72,1,2,58,93,2,7,3,4,17
eyresc01,2007,1,CHN,NL,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floydcl01,2007,1,CHN,NL,108,282,40,80,10,1,9,45,0,0,35,47,5,5,0,0,6
fontemi01,2007,1,CHN,NL,86,234,32,65,12,4,3,29,5,4,22,43,0,0,1,3,5
foxja02,2007,1,CHN,NL,7,14,3,2,2,0,0,1,0,0,1,2,0,0,0,0,1
fuldsa01,2007,1,CHN,NL,14,6,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0
gallase01,2007,1,CHN,NL,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
guzmaan01,2007,1,CHN,NL,12,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hartke01,2007,1,CHN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillko01,2007,1,CHN,NL,36,93,7,15,4,0,2,12,0,0,8,18,0,1,1,2,4
hillri01,2007,1,CHN,NL,32,63,0,8,2,0,0,5,0,0,1,33,0,0,3,0,1
howrybo01,2007,1,CHN,NL,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izturce01,2007,1,CHN,NL,65,191,15,47,11,0,0,8,3,0,13,16,2,1,2,0,6
jonesja04,2007,1,CHN,NL,135,453,52,129,33,2,5,66,6,3,34,70,5,2,3,3,15
kendaja01,2007,2,CHN,NL,57,174,21,47,10,1,1,19,0,3,19,15,2,6,3,0,1
leede02,2007,1,CHN,NL,150,567,91,180,43,1,22,82,6,5,71,114,8,9,0,3,15
lillyte01,2007,1,CHN,NL,34,73,5,10,1,0,0,5,1,0,1,32,0,0,3,0,1
marmoca01,2007,1,CHN,NL,59,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
marquja01,2007,1,CHN,NL,40,72,9,10,3,0,1,4,0,0,1,24,0,0,4,0,0
marshse01,2007,1,CHN,NL,21,29,1,3,1,0,0,0,0,0,1,13,0,0,4,0,0
millewa04,2007,1,CHN,NL,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
monrocr01,2007,2,CHN,NL,23,49,6,10,4,0,1,4,0,1,6,13,0,0,0,0,3
mooresc02,2007,1,CHN,NL,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
murtoma01,2007,1,CHN,NL,94,235,35,66,13,0,8,22,1,0,26,39,0,0,0,0,4
ohmanwi01,2007,1,CHN,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paganan01,2007,1,CHN,NL,71,148,21,39,10,2,4,21,4,1,10,32,0,0,1,2,0
patteer01,2007,1,CHN,NL,7,8,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0
petribi01,2007,1,CHN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piefe01,2007,1,CHN,NL,87,177,26,38,9,3,2,20,8,1,14,43,0,0,2,1,0
pignaca01,2007,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirar01,2007,1,CHN,NL,132,506,72,157,35,4,26,101,0,0,43,66,8,4,0,5,13
rapadcl01,2007,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soriaal01,2007,1,CHN,NL,135,579,97,173,42,5,33,70,19,6,31,130,4,4,0,3,9
sotoge01,2007,1,CHN,NL,18,54,12,21,6,0,3,8,0,0,5,14,0,0,0,1,1
theriry01,2007,1,CHN,NL,148,537,80,143,30,2,3,45,28,4,49,50,1,0,8,3,12
trachst01,2007,2,CHN,NL,4,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
wardda01,2007,1,CHN,NL,79,110,16,36,13,0,3,19,0,0,22,23,8,0,0,1,6
woodke02,2007,1,CHN,NL,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wuertmi01,2007,1,CHN,NL,73,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zambrca01,2007,1,CHN,NL,37,81,9,20,2,0,2,5,0,0,0,29,0,0,5,0,0
ascanjo01,2008,1,CHN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blanche01,2008,1,CHN,NL,58,120,15,35,3,0,3,12,0,0,6,22,1,0,2,0,4
cedenro02,2008,1,CHN,NL,99,216,36,58,12,0,2,28,4,1,18,41,2,1,1,0,6
cottsne01,2008,1,CHN,NL,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dempsry01,2008,1,CHN,NL,33,61,4,10,2,0,0,2,0,0,2,19,0,0,19,0,1
derosma01,2008,1,CHN,NL,149,505,103,144,30,3,21,87,6,0,69,106,0,9,2,8,9
edmonji01,2008,2,CHN,NL,85,250,47,64,17,2,19,49,0,1,45,58,2,1,0,2,7
eyresc01,2008,1,CHN,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fontemi01,2008,1,CHN,NL,119,243,42,74,22,1,9,40,2,0,34,51,2,3,3,1,1
foxch02,2008,1,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukudko01,2008,1,CHN,NL,150,501,79,129,25,3,10,58,12,4,81,104,9,1,2,5,7
gallase01,2008,1,CHN,NL,12,10,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
gaudich01,2008,2,CHN,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guzmaan01,2008,1,CHN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harderi01,2008,2,CHN,NL,12,23,1,2,0,0,0,1,0,0,0,12,0,0,3,0,1
hartke01,2008,1,CHN,NL,21,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hillko01,2008,1,CHN,NL,10,21,0,2,1,0,0,1,0,0,0,12,0,0,1,0,0
hillri01,2008,1,CHN,NL,5,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hoffpmi01,2008,1,CHN,NL,33,73,14,25,8,0,2,8,1,0,6,24,0,1,0,0,0
howrybo01,2008,1,CHN,NL,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
johnsre02,2008,1,CHN,NL,109,333,52,101,21,0,6,50,5,6,19,68,1,12,5,5,3
leede02,2008,1,CHN,NL,155,623,93,181,41,3,20,90,8,2,71,119,3,0,0,4,27
liebejo01,2008,1,CHN,NL,26,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
lillyte01,2008,1,CHN,NL,34,62,2,11,2,0,0,5,1,0,1,29,0,0,12,0,0
marmoca01,2008,1,CHN,NL,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
marquja01,2008,1,CHN,NL,39,59,8,12,3,0,2,10,0,0,3,17,0,0,4,0,0
marshse01,2008,1,CHN,NL,34,15,0,5,0,0,0,1,0,0,0,7,0,0,0,0,1
mcgehca01,2008,1,CHN,NL,9,24,1,4,1,0,0,5,0,0,0,8,0,0,0,1,1
murtoma01,2008,1,CHN,NL,19,40,2,10,2,0,0,6,0,0,1,5,0,1,0,0,2
patteer01,2008,1,CHN,NL,13,38,5,9,1,0,1,7,2,1,5,12,0,0,0,1,1
piefe01,2008,1,CHN,NL,43,83,9,20,2,1,1,10,3,0,7,29,0,2,0,1,3
pignaca01,2008,1,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirar01,2008,1,CHN,NL,149,554,97,160,44,1,27,111,2,2,74,94,7,11,0,6,13
samarje01,2008,1,CHN,NL,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
soriaal01,2008,1,CHN,NL,109,453,76,127,27,0,29,75,19,3,43,103,11,3,0,4,9
sotoge01,2008,1,CHN,NL,141,494,66,141,35,2,23,86,0,1,62,121,6,2,0,5,11
theriry01,2008,1,CHN,NL,149,580,85,178,19,4,1,38,22,13,73,58,1,3,4,1,19
wardda01,2008,1,CHN,NL,89,102,8,22,7,0,4,17,0,0,16,24,3,0,0,1,4
wellsra01,2008,2,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodke02,2008,1,CHN,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wuertmi01,2008,1,CHN,NL,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zambrca01,2008,1,CHN,NL,38,83,9,28,4,1,4,14,0,0,0,24,0,0,2,0,4
ascanjo01,2009,1,CHN,NL,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
atkinmi01,2009,1,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakerje03,2009,2,CHN,NL,69,203,27,62,15,1,4,21,0,0,17,46,0,2,0,2,5
bergju01,2009,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blancan01,2009,1,CHN,NL,53,123,15,31,8,0,1,12,0,2,8,14,3,1,6,0,4
bradlmi01,2009,1,CHN,NL,124,393,61,101,17,1,12,40,2,3,66,95,4,11,2,1,10
carides01,2009,1,CHN,NL,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colvity01,2009,1,CHN,NL,6,17,1,3,0,0,0,2,0,0,2,5,0,0,0,1,0
cottsne01,2009,1,CHN,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dempsry01,2009,1,CHN,NL,31,64,2,8,1,0,0,5,0,0,4,20,0,0,7,0,0
fontemi01,2009,1,CHN,NL,135,377,38,89,22,2,9,43,4,1,35,83,4,2,0,5,7
foxch02,2009,1,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foxja02,2009,1,CHN,NL,82,216,23,56,12,0,11,44,0,0,14,47,1,5,0,6,5
freelry01,2009,2,CHN,NL,14,28,1,4,0,0,0,1,1,0,2,7,0,1,1,0,1
fukudko01,2009,1,CHN,NL,146,499,79,129,38,5,11,54,6,10,93,112,3,3,3,5,15
fuldsa01,2009,1,CHN,NL,65,97,17,29,6,1,1,2,2,1,17,10,1,1,0,0,1
gathrjo01,2009,1,CHN,NL,20,14,2,3,0,0,0,0,1,2,1,6,0,0,0,0,0
gorzeto01,2009,2,CHN,NL,13,12,0,2,0,0,0,2,0,0,1,4,0,0,1,0,0
grabojo02,2009,2,CHN,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greggke01,2009,1,CHN,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guzmaan01,2009,1,CHN,NL,55,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
harderi01,2009,1,CHN,NL,27,43,3,8,1,0,0,0,0,0,1,15,0,0,4,0,0
hartke01,2009,1,CHN,NL,8,9,2,2,0,0,0,1,0,0,0,3,0,0,0,0,0
heilmaa01,2009,1,CHN,NL,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillko01,2009,1,CHN,NL,83,253,26,60,12,2,2,24,0,0,27,78,6,1,2,1,9
hoffpmi01,2009,1,CHN,NL,105,234,28,56,12,1,10,35,1,0,20,46,1,1,0,2,3
johnsre02,2009,1,CHN,NL,65,165,23,42,10,2,4,22,2,1,13,27,0,6,1,1,5
leede02,2009,1,CHN,NL,141,532,91,163,36,2,35,111,1,0,76,109,6,3,0,4,12
lillyte01,2009,1,CHN,NL,27,57,2,5,1,1,0,2,0,1,2,27,0,0,5,0,0
marmoca01,2009,1,CHN,NL,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marshse01,2009,1,CHN,NL,55,13,2,3,0,0,0,2,0,0,1,5,0,0,1,0,0
milesaa01,2009,1,CHN,NL,74,157,17,29,7,1,0,5,3,0,8,21,1,0,5,0,4
pattoda01,2009,1,CHN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirar01,2009,1,CHN,NL,82,306,46,97,14,1,15,65,2,1,28,43,3,8,0,0,8
samarje01,2009,1,CHN,NL,20,5,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
scalebo01,2009,1,CHN,NL,51,124,15,30,8,2,3,15,0,0,11,32,1,2,0,1,5
soriaal01,2009,1,CHN,NL,117,477,64,115,25,1,20,55,9,2,40,118,6,3,0,2,7
sotoge01,2009,1,CHN,NL,102,331,27,72,19,1,11,47,1,0,50,77,3,3,0,5,19
steveje01,2009,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagucso01,2009,1,CHN,NL,6,11,1,3,1,0,0,0,0,0,1,4,0,0,0,0,0
theriry01,2009,1,CHN,NL,154,602,81,171,20,5,7,54,21,10,51,93,1,6,13,5,13
vizcalu01,2009,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waddeja01,2009,1,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wellsra01,2009,1,CHN,NL,27,47,5,9,3,0,0,2,0,0,2,7,0,0,12,0,1
zambrca01,2009,1,CHN,NL,35,69,7,15,5,0,4,11,0,0,1,28,0,0,1,1,0
atkinmi01,2010,1,CHN,NL,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bakerje03,2010,1,CHN,NL,79,206,29,56,13,2,4,21,1,0,16,50,0,1,0,1,6
barneda01,2010,1,CHN,NL,30,79,12,19,4,0,0,2,0,0,6,12,0,0,0,0,0
bergju01,2010,1,CHN,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byrdma01,2010,1,CHN,NL,152,580,84,170,39,2,12,66,5,1,31,98,1,17,0,2,12
carides01,2010,1,CHN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cashnan01,2010,1,CHN,NL,53,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
castiwe01,2010,1,CHN,NL,7,20,3,6,4,0,1,5,0,0,1,7,0,0,0,0,0
castrst01,2010,1,CHN,NL,125,463,53,139,31,5,3,41,10,8,29,71,7,6,4,4,14
colemca01,2010,1,CHN,NL,12,20,2,2,1,0,0,2,0,0,1,11,0,0,2,0,0
colvity01,2010,1,CHN,NL,135,358,60,91,18,5,20,56,6,1,30,100,2,3,1,2,6
dempsry01,2010,1,CHN,NL,35,59,3,8,1,0,0,2,0,0,0,19,0,0,16,0,0
dewitbl01,2010,2,CHN,NL,53,184,18,46,9,1,4,22,1,0,17,37,4,1,0,2,1
diamoth01,2010,1,CHN,NL,16,7,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0
fontemi01,2010,1,CHN,NL,75,169,14,48,11,3,1,20,1,2,10,28,0,3,1,2,3
fukudko01,2010,1,CHN,NL,130,358,45,94,20,2,13,44,7,8,64,67,1,0,3,4,5
fuldsa01,2010,1,CHN,NL,19,28,3,4,1,0,0,3,0,0,3,5,0,0,0,0,2
gorzeto01,2010,1,CHN,NL,29,40,1,5,0,0,0,2,0,0,0,18,0,0,5,0,0
grabojo02,2010,1,CHN,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grayje02,2010,1,CHN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillko01,2010,1,CHN,NL,77,215,18,46,13,1,1,17,1,0,12,61,3,0,3,1,5
hoffpmi01,2010,1,CHN,NL,24,52,5,9,3,0,0,5,0,0,5,15,0,0,0,0,3
howrybo01,2010,2,CHN,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leede02,2010,1,CHN,NL,109,418,63,105,21,0,16,56,1,3,52,101,1,2,0,3,16
lillyte01,2010,1,CHN,NL,18,31,1,1,0,0,0,1,0,0,2,17,0,1,2,0,0
mainesc01,2010,1,CHN,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marmoca01,2010,1,CHN,NL,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marshse01,2010,1,CHN,NL,80,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
mateoma01,2010,1,CHN,NL,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nadyxa01,2010,1,CHN,NL,119,317,33,81,13,0,6,33,0,0,17,85,0,8,1,4,12
ramirar01,2010,1,CHN,NL,124,465,61,112,21,1,25,83,0,0,34,90,3,3,0,5,10
russeja02,2010,1,CHN,NL,57,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
samarje01,2010,1,CHN,NL,7,4,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0
scalebo01,2010,1,CHN,NL,10,13,4,4,0,0,0,2,1,0,7,5,0,0,0,0,0
schlibr01,2010,1,CHN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvaca01,2010,1,CHN,NL,21,31,0,2,1,0,0,2,0,0,3,12,0,0,6,0,1
snydebr02,2010,1,CHN,NL,12,27,1,5,1,0,0,5,0,0,1,12,0,0,0,0,0
soriaal01,2010,1,CHN,NL,147,496,67,128,40,3,24,79,5,1,45,123,3,3,1,3,12
sotoge01,2010,1,CHN,NL,105,322,47,90,19,0,17,53,0,1,62,83,4,0,0,3,5
steveje01,2010,1,CHN,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theriry01,2010,1,CHN,NL,96,388,45,110,10,2,1,21,16,6,19,46,3,2,2,1,8
tracych01,2010,1,CHN,NL,28,44,6,11,2,0,0,5,0,0,5,15,0,0,0,0,0
wellsra01,2010,1,CHN,NL,32,52,1,9,2,0,0,3,0,0,2,15,0,0,9,0,3
zambrca01,2010,1,CHN,NL,42,52,5,12,0,0,1,6,0,0,2,15,0,0,2,1,0
bakerje03,2011,1,CHN,NL,81,201,20,54,12,1,3,23,0,0,10,46,0,0,0,1,8
barneda01,2011,1,CHN,NL,143,529,66,146,23,6,2,43,9,2,22,67,2,8,7,4,14
bergju01,2011,1,CHN,NL,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
byrdma01,2011,1,CHN,NL,119,446,51,123,22,2,9,35,3,2,25,78,2,8,1,2,13
campato01,2011,1,CHN,NL,95,143,24,37,3,0,1,6,24,2,8,30,1,1,3,0,1
carpech02,2011,1,CHN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cashnan01,2011,1,CHN,NL,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
castiwe01,2011,1,CHN,NL,4,13,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1
castrst01,2011,1,CHN,NL,158,674,91,207,36,9,10,66,22,9,35,96,2,2,0,4,20
clevest01,2011,1,CHN,NL,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
colemca01,2011,1,CHN,NL,21,25,1,4,1,1,0,0,0,0,0,6,0,0,4,0,0
colvity01,2011,1,CHN,NL,80,206,17,31,8,3,6,20,0,0,14,58,3,0,1,1,2
davisdo02,2011,1,CHN,NL,9,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0
dempsry01,2011,1,CHN,NL,35,58,1,5,0,0,0,0,0,0,1,19,0,0,10,0,0
dewitbl01,2011,1,CHN,NL,121,230,21,61,11,4,5,26,1,0,12,31,1,1,0,0,6
dolisra01,2011,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukudko01,2011,1,CHN,NL,87,293,33,80,15,2,3,13,2,2,46,57,1,1,5,0,2
garzama01,2011,1,CHN,NL,31,64,2,6,0,0,0,1,0,0,1,42,0,1,5,0,1
gaubjo01,2011,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grabojo02,2011,1,CHN,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillko01,2011,1,CHN,NL,46,134,15,26,3,1,2,9,1,0,14,40,3,0,4,1,3
johnsre02,2011,1,CHN,NL,111,246,33,76,22,1,5,28,2,1,5,63,1,11,2,2,4
lahaibr01,2011,1,CHN,NL,20,59,9,17,5,1,2,6,0,0,9,18,0,0,0,1,1
lemahdj01,2011,1,CHN,NL,37,60,3,15,2,0,0,4,0,0,1,12,0,0,1,0,2
lopezro01,2011,1,CHN,NL,26,30,1,2,0,0,0,0,0,0,1,11,0,0,2,0,0
mainesc01,2011,1,CHN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marmoca01,2011,1,CHN,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marshse01,2011,1,CHN,NL,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mateoma01,2011,1,CHN,NL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
montalu01,2011,1,CHN,NL,36,54,6,12,4,0,1,9,0,1,2,9,0,1,0,0,0
ortizra01,2011,1,CHN,NL,22,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
penaca01,2011,1,CHN,NL,153,493,72,111,27,3,28,80,2,2,101,161,7,4,1,7,6
ramirar01,2011,1,CHN,NL,149,565,80,173,35,1,26,93,1,1,43,69,5,10,0,8,12
russeja02,2011,1,CHN,NL,64,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
samarje01,2011,1,CHN,NL,75,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
snydebr02,2011,1,CHN,NL,8,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
soriaal01,2011,1,CHN,NL,137,475,50,116,27,1,26,88,2,1,27,113,4,4,0,2,15
sotoge01,2011,1,CHN,NL,125,421,46,96,26,0,17,54,0,0,45,124,3,6,0,2,12
steveje01,2011,1,CHN,NL,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wellsra01,2011,1,CHN,NL,23,43,2,6,0,0,0,1,0,0,1,13,0,0,6,0,0
woodke02,2011,1,CHN,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zambrca01,2011,1,CHN,NL,25,44,8,14,2,0,2,5,0,0,2,14,0,0,2,0,0
bakerje03,2012,1,CHN,NL,54,134,16,36,10,1,4,20,4,1,8,28,0,0,0,2,4
